Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F7: 126, Sample","Abundances (Normalized): F7: 127N, Sample","Abundances (Normalized): F7: 127C, Sample","Abundances (Normalized): F7: 128N, Sample","Abundances (Normalized): F7: 128C, Sample","Abundances (Normalized): F7: 129N, Sample","Abundances (Normalized): F7: 129C, Sample","Abundances (Normalized): F7: 130N, Sample","Abundances (Normalized): F7: 130C, Sample","Abundances (Normalized): F7: 131N, Sample","Abundances (Normalized): F7: 131C, Sample","Abundance: F7: 126, Sample","Abundance: F7: 127N, Sample","Abundance: F7: 127C, Sample","Abundance: F7: 128N, Sample","Abundance: F7: 128C, Sample","Abundance: F7: 129N, Sample","Abundance: F7: 129C, Sample","Abundance: F7: 130N, Sample","Abundance: F7: 130C, Sample","Abundance: F7: 131N, Sample","Abundance: F7: 131C, Sample","Found in Sample: [S67] F7: 126, Sample","Found in Sample: [S69] F7: 127C, Sample","Found in Sample: [S68] F7: 127N, Sample","Found in Sample: [S71] F7: 128C, Sample","Found in Sample: [S70] F7: 128N, Sample","Found in Sample: [S73] F7: 129C, Sample","Found in Sample: [S72] F7: 129N, Sample","Found in Sample: [S75] F7: 130C, Sample","Found in Sample: [S74] F7: 130N, Sample","Found in Sample: [S77] F7: 131C, Sample","Found in Sample: [S76] F7: 131N, Sample",# Protein Groups
FALSE,High,Master Protein,Q9H0E9,Bromodomain-containing protein 8 OS=Homo sapiens OX=9606 GN=BRD8 PE=1 SV=2,0,FALSE,31.954,7,8,10,8,1235,135.3,4.6,34.36,8,0,0,1669.8,1287.7,1191.3,1310,1158.4,1278,1217.4,1232.9,1310.2,1051.5,1051,714.3,1046.7,995.4,1220.9,878.9,1060.6,924.9,889.3,1028.9,1051.5,896.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O76080,AN1-type zinc finger protein 5 OS=Homo sapiens OX=9606 GN=ZFAND5 PE=1 SV=1,0,FALSE,31.922,39,7,11,6,213,23.1,8.51,35.35,7,0,0,1413.9,1374.2,1325.3,1294.3,1216,1331.1,1380.9,1436.1,1423.4,754.1,754.2,604.8,1117.1,1107.4,1206.3,922.7,1104.7,1049.2,1035.9,1117.9,754.1,643.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BTC0,Death-inducer obliterator 1 OS=Homo sapiens OX=9606 GN=DIDO1 PE=1 SV=5,0,FALSE,31.906,5,10,12,10,2240,243.7,7.88,34.12,10,0,0,2536.8,2133.8,2490.6,2172.3,1900.5,2207.7,2082.1,2072,2201.8,2128.7,2141.7,1085.2,1734.5,2081.1,2024.5,1442,1832.2,1581.9,1494.6,1729.2,2128.7,1827.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O00115,Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2,0,FALSE,31.903,21,8,17,8,360,39.6,8.05,56.56,8,0,0,5418.7,4139.1,4482,4169.8,4193.3,4052.6,4311.6,4476.8,4325.9,2953.4,3038.3,2318.1,3364.5,3745,3886.1,3181.6,3363.3,3275.9,3229.3,3397.3,2953.4,2592.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P12694,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDHA PE=1 SV=2",0,FALSE,31.846,21,9,11,9,445,50.4,8.27,31.52,9,0,0,1645.9,1701.5,1572.7,1789.1,1576.2,1666.2,1551.5,1631.1,1649.7,2748.7,2772,704.1,1383.1,1314.1,1667.4,1195.9,1382.8,1178.8,1176.5,1295.5,2748.7,2365,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1,0,FALSE,31.821,18,8,11,8,521,56.7,7.99,37.86,8,0,0,2048.6,2279.9,2237.6,2289.4,2201.1,2332.6,2120.9,2219.5,2304.9,3085,3262.7,876.4,1853.2,1869.7,2133.6,1670,1935.9,1611.5,1601,1810.1,3085,2783.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q06330,Recombining binding protein suppressor of hairless OS=Homo sapiens OX=9606 GN=RBPJ PE=1 SV=3,0,FALSE,31.76,16,8,12,8,500,55.6,7.18,31.48,8,0,0,3597,2593.8,2382.3,2252.3,2429.3,2358.1,2466.2,2473.2,2243.2,2117.6,2156.4,1538.7,2108.4,1990.6,2099.1,1843.2,1957,1873.8,1784,1761.6,2117.6,1839.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6UWP2,Dehydrogenase/reductase SDR family member 11 OS=Homo sapiens OX=9606 GN=DHRS11 PE=1 SV=1,0,FALSE,31.757,38,9,10,9,260,28.3,6.64,32.4,9,0,0,1858.6,1628.4,1562.4,1688.7,1525.9,1731.8,1644.6,1645.4,1762.3,1806.6,1830.5,795.1,1323.7,1305.5,1573.8,1157.8,1437.3,1249.5,1186.9,1384,1806.6,1561.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P0DPB6,DNA-directed RNA polymerases I and III subunit RPAC2 OS=Homo sapiens OX=9606 GN=POLR1D PE=1 SV=1,0,FALSE,31.719,41,5,6,5,133,15.2,5.8,26.55,5,0,0,507.5,512.5,457.7,512.1,494.3,494.5,482.9,497.5,509.3,744.2,704.3,217.1,416.6,382.4,477.3,375.1,410.4,366.9,358.9,400,744.2,600.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13405,"39S ribosomal protein L49, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL49 PE=1 SV=1",0,FALSE,31.709,43,7,15,7,166,19.2,9.45,43.84,7,0,0,3511.4,3891.7,3723.8,3904.3,3660.1,3673.8,3696.2,3328.7,3663.2,4732.8,4646.2,1502.1,3163.4,3111.5,3638.7,2777.1,3048.9,2808.3,2401.1,2876.8,4732.8,3963.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BUL9,Ribonuclease P protein subunit p25 OS=Homo sapiens OX=9606 GN=RPP25 PE=1 SV=1,0,FALSE,31.701,38,7,11,7,199,20.6,9.61,35.94,7,0,0,3439.1,2819.5,2717.9,2957.8,2701.1,2778.7,2866.3,2644.2,2855.9,2872.4,2724.9,1471.2,2291.8,2271,2756.6,2049.4,2306.1,2177.8,1907.4,2242.9,2872.4,2324.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8WUX2,Glutathione-specific gamma-glutamylcyclotransferase 2 OS=Homo sapiens OX=9606 GN=CHAC2 PE=1 SV=1,0,FALSE,31.605,45,7,14,7,184,20.9,5.43,40.33,7,0,0,2813.1,2547.1,2465.4,2435.1,2315.6,2390.9,2204.2,2869.3,2752.8,2319.3,2546.6,1203.4,2070.4,2060,2269.4,1757,1984.2,1674.8,2069.7,2161.9,2319.3,2172.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13439,Golgin subfamily A member 4 OS=Homo sapiens OX=9606 GN=GOLGA4 PE=1 SV=1,0,FALSE,31.563,6,11,11,11,2230,261,5.39,22.6,11,0,0,1001.8,973.3,896.9,1016.4,915.9,1000.4,937.1,1018.5,1027.1,1265.8,1249.7,428.6,791.2,749.4,947.2,694.9,830.3,712,734.7,806.6,1265.8,1066.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q14914,Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1 PE=1 SV=2,0,FALSE,31.524,22,7,10,7,329,35.8,8.29,33.19,7,0,0,2970.5,1815.8,1847.4,1728.3,1852.5,1900.9,1924.3,1811.1,1918.6,1559.8,1474.5,1270.7,1476,1543.6,1610.7,1405.6,1577.6,1462,1306.4,1506.8,1559.8,1257.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96BN8,Ubiquitin thioesterase otulin OS=Homo sapiens OX=9606 GN=OTULIN PE=1 SV=3,0,FALSE,31.453,22,11,18,11,352,40.2,5.47,40,11,0,0,2930.6,2488.7,2516.2,2665.4,2430.4,2571.7,2569.6,2615.9,2719.3,3329.5,3383.7,1253.7,2022.9,2102.5,2484.1,1844,2134.3,1952.4,1886.9,2135.6,3329.5,2886.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y223,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Homo sapiens OX=9606 GN=GNE PE=1 SV=1,0,FALSE,31.445,13,9,12,9,722,79.2,6.8,28.69,9,0,0,956.8,773.4,792.8,817.3,774.7,753.7,743.5,664.4,715.4,2080.1,2052,409.3,628.6,662.5,761.7,587.8,625.5,564.9,479.3,561.8,2080.1,1750.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y5Y2,Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens OX=9606 GN=NUBP2 PE=1 SV=1,0,FALSE,31.396,34,7,10,7,271,28.8,5.83,30.46,7,0,0,1377.7,1262.1,1270.8,1348.3,1262.2,1441.8,1326.4,1244.6,1223.2,2340.6,2215.9,589.4,1025.9,1061.9,1256.6,957.7,1196.6,1007.8,897.8,960.7,2340.6,1890.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P82909,"28S ribosomal protein S36, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS36 PE=1 SV=2",0,FALSE,31.391,70,6,9,6,103,11.5,9.99,31.89,6,0,0,950.7,879.8,897.8,943.1,1045.7,986.6,909.8,893.2,856.1,601.5,573.8,406.7,715.1,750.1,878.9,793.4,818.8,691.3,644.3,672.3,601.5,489.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6VN20,Ran-binding protein 10 OS=Homo sapiens OX=9606 GN=RANBP10 PE=1 SV=1,0,FALSE,31.378,16,8,10,5,620,67.2,6.77,30.63,8,0,0,790.3,662.9,598.3,691.4,649.2,666.5,661.1,655.1,659.1,809.9,817.8,338.1,538.8,499.9,644.4,492.6,553.1,502.3,472.6,517.6,809.9,697.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9UN37,Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1,0,FALSE,31.371,17,7,9,6,437,48.9,7.8,23.94,7,0,1,727,720.4,714.8,801.9,737.8,789.3,772.2,508.2,748,3274.8,3132.2,311,585.6,597.2,747.4,559.8,655,586.7,366.6,587.4,3274.8,2672.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75348,V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3,0,FALSE,31.35,37,6,14,6,118,13.7,8.79,30.15,6,0,0,2456.6,2900.4,2646.7,2785.8,2325.2,3000.7,2851.9,3087.2,3013.2,2235.8,2242.2,1050.9,2357.6,2211.5,2596.2,1764.3,2490.4,2166.8,2226.9,2366.4,2235.8,1913,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13636,Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1,0,FALSE,31.326,39,6,9,4,194,21.6,7.06,31.87,6,0,2,1210.3,1217.2,1204,1217.4,1257,1264.8,1254.6,1246.3,1219.6,881.6,890.8,517.8,989.4,1006,1134.6,953.8,1049.7,953.2,899,957.8,881.6,760,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O14776,Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2,0,FALSE,31.316,9,10,13,10,1098,123.8,8.65,25.35,10,0,0,1646.2,1520.1,1464.5,1419.6,1509.5,1503.1,1522.3,1439.9,1546,2285.1,2161.4,704.2,1235.6,1223.7,1323.1,1145.3,1247.4,1156.6,1038.6,1214.2,2285.1,1844,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P61018,Ras-related protein Rab-4B OS=Homo sapiens OX=9606 GN=RAB4B PE=1 SV=1,0,FALSE,31.292,33,6,8,4,213,23.6,6.06,29.03,6,0,0,1270.4,1031.6,1054.2,1064.6,1072.9,1146.2,1119.8,1166.5,1114.1,895.9,842.2,543.4,838.6,880.8,992.1,814,951.3,850.8,841.4,874.9,895.9,718.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O94830,Phospholipase DDHD2 OS=Homo sapiens OX=9606 GN=DDHD2 PE=1 SV=2,0,FALSE,31.289,13,10,14,10,711,81,5.39,35.94,10,0,0,2037.2,1929.7,1888.5,1950,1889.3,1959.4,1920.9,1900.9,1982.3,2317.7,2395.3,871.5,1568.5,1578,1817.4,1433.5,1626.2,1459.5,1371.2,1556.8,2317.7,2043.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N5N7,"39S ribosomal protein L50, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL50 PE=1 SV=2",0,FALSE,31.28,48,6,12,6,158,18.3,7.88,40.41,6,0,0,962.1,814.9,826.5,879.8,775.6,876.6,809.8,865.6,922,1013.7,1104.2,411.6,662.4,690.6,819.9,588.5,727.5,615.3,624.4,724.1,1013.7,942,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NRF9,DNA polymerase epsilon subunit 3 OS=Homo sapiens OX=9606 GN=POLE3 PE=1 SV=1,0,FALSE,31.249,28,5,10,5,147,16.8,4.74,36.87,5,0,0,3268.1,2348.3,2571.7,2472,2655.9,2614.4,2472.2,2518.6,2428,1813.5,1856.2,1398.1,1908.8,2148.9,2303.8,2015.1,2169.8,1878.4,1816.7,1906.8,1813.5,1583.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O94925,"Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1",0,FALSE,31.243,13,7,10,7,669,73.4,7.77,23.86,7,0,0,315,328.4,344.1,321.1,349.7,345.3,326.6,311.1,305.8,588,595.6,134.8,267,287.5,299.2,265.3,286.6,248.2,224.4,240.1,588,508.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96S82,Ubiquitin-like protein 7 OS=Homo sapiens OX=9606 GN=UBL7 PE=1 SV=2,0,FALSE,31.233,21,6,7,6,380,40.5,5.07,24.7,6,0,0,792.2,635.8,595.2,644.7,625.6,660.1,599,639,671.5,728.2,760.4,338.9,516.8,497.4,600.9,474.7,547.8,455.1,461,527.4,728.2,648.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P09382,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,0,FALSE,31.222,47,6,13,6,135,14.7,5.5,49.71,6,0,0,2309,2081.6,2006,2032.3,1922.8,2133.3,2142.8,2160.2,2406.4,1481.2,1588.7,987.8,1692,1676.1,1894,1458.9,1770.4,1628.1,1558.3,1889.8,1481.2,1355.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9UET6,Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Homo sapiens OX=9606 GN=FTSJ1 PE=1 SV=2,0,FALSE,31.216,26,6,7,6,329,36.1,5.69,24.1,6,0,0,940.9,922.9,899.6,919,890.3,913.9,928.2,885.1,875.3,898.7,905.8,402.5,750.2,751.7,856.5,675.5,758.4,705.2,638.5,687.4,898.7,772.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,0,FALSE,31.216,6,12,14,12,1824,206.7,6.47,32.19,12,0,0,2025.1,1630.8,1552.1,1538.1,1548.1,1712.1,1625.7,1654.4,1802.7,1498,1589.8,866.3,1325.6,1296.9,1433.4,1174.6,1420.9,1235.2,1193.4,1415.7,1498,1356.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9C073,Protein FAM117A OS=Homo sapiens OX=9606 GN=FAM117A PE=1 SV=1,0,FALSE,31.196,25,10,12,10,453,48.3,8.31,31.14,10,0,0,1563.6,1197.1,1202.3,1177.1,1092.3,1231.6,1231.4,1234.3,1115.7,967.4,937.3,668.9,973,1004.6,1097,828.8,1022.1,935.6,890.3,876.2,967.4,799.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,A2RUC4,tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens OX=9606 GN=TYW5 PE=1 SV=1,0,FALSE,31.188,31,9,11,9,315,36.5,7.55,32.95,9,0,0,2229.9,1842.8,1893.6,1864.2,1899.9,1778.6,1866.4,1872.1,1910.3,1502.5,1513.5,954,1497.9,1582.2,1737.3,1441.6,1476.1,1418.1,1350.4,1500.3,1502.5,1291.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75884,Serine hydrolase RBBP9 OS=Homo sapiens OX=9606 GN=RBBP9 PE=1 SV=2,0,FALSE,31.171,37,5,7,5,186,21,6.2,31.3,5,0,0,1553.4,1600.2,1599.4,1533.4,1626.9,1606.5,1697.9,1683,1589.6,982.9,984.1,664.5,1300.8,1336.4,1429.1,1234.4,1333.3,1290.1,1214,1248.3,982.9,839.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O43167,Zinc finger and BTB domain-containing protein 24 OS=Homo sapiens OX=9606 GN=ZBTB24 PE=1 SV=2,0,FALSE,31.141,13,9,11,9,697,78.2,7.61,30.17,9,0,0,1050.5,874,803,796.9,812.3,837,857,866.1,933.1,651.7,717.7,449.4,710.4,670.9,742.6,616.3,694.6,651.1,624.8,732.8,651.7,612.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BXP5,Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,0,FALSE,31.114,10,10,10,10,876,100.6,5.96,25,10,0,0,1166.3,1129.2,1106.9,1237.3,1081.5,1144.1,1103.8,812.9,1134.5,4064.1,4176.2,498.9,917.8,924.9,1153.1,820.6,949.5,838.6,586.4,891,4064.1,3563,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H944,Mediator of RNA polymerase II transcription subunit 20 OS=Homo sapiens OX=9606 GN=MED20 PE=1 SV=1,0,FALSE,31.07,37,8,14,8,212,23.2,6.87,42.11,8,0,0,4678.5,3769.8,3730.3,3727.8,3752.7,3659.7,3953.1,3878.6,3776.5,3066.3,3053.4,2001.4,3064.3,3116.9,3474.2,2847.3,3037.3,3003.6,2797.8,2965.8,3066.3,2605,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75414,Nucleoside diphosphate kinase 6 OS=Homo sapiens OX=9606 GN=NME6 PE=1 SV=3,0,FALSE,31.058,55,9,17,9,186,21.1,8.32,54.48,9,0,0,3949.9,2981,2877.1,2888.3,2953,2873.5,2993.3,2913.8,3043,2050.3,2197.6,1689.7,2423.1,2404,2691.8,2240.6,2384.8,2274.3,2101.9,2389.8,2050.3,1874.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BXK5,Bcl-2-like protein 13 OS=Homo sapiens OX=9606 GN=BCL2L13 PE=1 SV=1,0,FALSE,31.039,19,8,9,8,485,52.7,4.44,28.01,8,0,0,927.7,667.5,663.5,672,690.1,672.8,633.5,671.1,696.7,662.1,662,396.8,542.6,554.4,626.2,523.6,558.3,481.3,484.1,547.1,662.1,564.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N8R5,UPF0565 protein C2orf69 OS=Homo sapiens OX=9606 GN=C2orf69 PE=1 SV=1,0,FALSE,31.012,24,10,12,10,385,43.4,8.09,32.42,10,0,0,1102.5,1067.8,955.4,1017.3,935.9,1095,1050.1,1100.8,1175.9,1008.1,937.2,471.6,868,798.3,948.1,710.1,908.8,797.9,794,923.5,1008.1,799.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O94966,Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens OX=9606 GN=USP19 PE=1 SV=2,0,FALSE,30.993,7,7,7,7,1318,145.6,6.28,25.55,7,0,0,911.6,998,980.6,1072.5,971.9,1042.2,991.7,965.6,971.6,1230.7,1257.2,390,811.2,819.3,999.5,737.4,864.9,753.5,696.5,763.1,1230.7,1072.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BUK6,Protein misato homolog 1 OS=Homo sapiens OX=9606 GN=MSTO1 PE=1 SV=1,0,FALSE,30.966,15,9,12,9,570,61.8,6.11,29.93,9,0,0,2580.5,2455.3,2362.3,2579.8,2429.3,2570.6,2495.2,2456.2,2495.3,2855.1,2701.4,1103.9,1995.8,1973.8,2404.3,1843.2,2133.4,1895.8,1771.7,1959.7,2855.1,2304.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96JH7,Deubiquitinating protein VCPIP1 OS=Homo sapiens OX=9606 GN=VCPIP1 PE=1 SV=2,0,FALSE,30.96,8,8,9,8,1222,134.2,7.2,25.48,8,0,0,707.8,425,416.1,460.3,465.3,465.5,427.9,422.8,498.4,1144.9,1231.2,302.8,345.5,347.7,429,353,386.3,325.1,304.9,391.4,1144.9,1050.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y3B7,"39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11 PE=1 SV=1",0,FALSE,30.954,47,9,16,9,192,20.7,9.91,41.8,9,0,0,2609.9,2547.8,2240.1,2639.4,2049.2,2490.1,2376.4,2026.9,2479.8,3531.9,3336.4,1116.5,2071,1871.7,2459.9,1554.8,2066.6,1805.6,1462.1,1947.5,3531.9,2846.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q92522,Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,0,FALSE,30.941,30,6,8,6,213,22.5,10.76,21.48,6,0,0,776.2,639.7,556.5,583.8,671.7,645,626.9,656.3,677.2,477.7,566.4,332.1,519.9,465,544.1,509.7,535.3,476.3,473.4,531.8,477.7,483.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8IWV7,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1,0,FALSE,30.89,6,9,12,9,1749,200.1,6.01,32.14,9,0,0,817.1,793.9,803.4,842.8,824.7,804.5,730.3,723.2,750.2,1417.7,1448.6,349.5,645.4,671.3,785.5,625.8,667.7,554.9,521.7,589.2,1417.7,1235.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NQT5,Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3,0,FALSE,30.883,28,5,9,5,275,29.6,8.1,35.28,5,0,0,1005.6,987.6,856,1025.6,961.8,1011,936.8,900,950.1,788.6,857.5,430.2,802.8,715.3,955.8,729.7,839.1,711.8,649.2,746.1,788.6,731.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96NB3,Zinc finger protein 830 OS=Homo sapiens OX=9606 GN=ZNF830 PE=1 SV=2,0,FALSE,30.823,19,6,12,6,372,42,5.31,31.17,6,0,0,1812.3,1795.8,1788,1821.7,1766.5,1790.9,1824.1,2021.7,1987.5,1915.8,1923,775.3,1459.7,1494,1697.7,1340.3,1486.3,1385.9,1458.3,1560.9,1915.8,1640.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8WUA7,TBC1 domain family member 22A OS=Homo sapiens OX=9606 GN=TBC1D22A PE=1 SV=2,0,FALSE,30.821,19,9,13,8,517,59.1,5.97,36.35,9,0,1,1091.5,773.9,765.2,767.7,799.9,760.3,803.4,829.5,822.6,622.9,648,466.9,629.1,639.4,715.4,606.9,631,610.4,598.4,646,622.9,552.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NP97,Dynein light chain roadblock-type 1 OS=Homo sapiens OX=9606 GN=DYNLRB1 PE=1 SV=3,0,FALSE,30.808,77,5,9,5,96,10.9,7.25,35.98,5,0,0,2484.4,2490.9,2589.7,2528.6,2674.4,2722.5,2796.9,2676.3,2602.5,1849.2,1879.7,1062.8,2024.8,2163.8,2356.6,2029.2,2259.5,2125,1930.5,2043.8,1849.2,1603.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P61254,60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1,0,FALSE,30.776,57,10,21,2,145,17.2,10.55,51.09,10,0,9,4248.3,4877.2,4551.7,5080.5,4576.3,4758.9,4215.7,4243.8,4363.6,2662.6,2731.1,1817.4,3964.4,3803.2,4734.9,3472.2,3949.5,3203,3061.2,3426.9,2662.6,2330.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O43318,Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens OX=9606 GN=MAP3K7 PE=1 SV=1,0,FALSE,30.776,15,7,10,7,606,67.2,7.11,29.65,7,0,0,1264.5,1262.4,1235.1,1343.1,1243.8,1252.4,1224.3,1195,1291.6,2282.1,2336.5,541,1026.1,1032,1251.7,943.7,1039.4,930.2,862,1014.4,2282.1,1993.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y399,"28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1",0,FALSE,30.733,29,9,16,9,296,33.2,9.26,43.55,9,0,0,3385.7,3214.2,2952.4,3219.3,3123.7,2969.4,2911.6,2975.7,3267.4,4018.7,3891.6,1448.4,2612.7,2466.9,3000.2,2370.1,2464.4,2212.2,2146.5,2566,4018.7,3320.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NX24,H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens OX=9606 GN=NHP2 PE=1 SV=1,0,FALSE,30.604,31,3,5,3,153,17.2,8.22,25.41,3,0,0,316.3,529.2,453.2,471.4,452.8,513.8,481.6,502,566.6,427.8,465.3,135.3,430.2,378.7,439.3,343.5,426.4,365.9,362.1,445,427.8,396.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P84098,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,0,FALSE,30.581,26,7,22,7,196,23.5,11.47,59.53,7,0,0,3804.3,3308,3203.2,3223.8,3018.2,3129.9,3004.7,2825.4,2652.7,2011.9,1958.2,1627.4,2688.9,2676.5,3004.5,2290,2597.6,2283,2038.1,2083.3,2011.9,1670.6,High,High,High,High,High,High,High,High,High,High,High,1
